Subject,Predicate,Object
<http://sweetontology.net/phenSolid/Fracture>,<http://purl.org/dc/elements/1.1/identifier>,'Fracture'^^[xsd:string]
<http://sweetontology.net/phenSolid/Fracture>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/phenSolid/Rip>,<http://www.w3.org/2000/01/rdf-schema#label>,"'rip, tear'^^[xsd:string]"
<http://sweetontology.net/phenSolid/Rip>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/phenSolid/Rip>,<http://purl.org/dc/elements/1.1/identifier>,'Rip'^^[xsd:string]
<http://sweetontology.net/phenSolid/Rip>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/phenSolid/Shear>,<http://www.w3.org/2000/01/rdf-schema#label>,'shear'^^[xsd:string]
<http://sweetontology.net/phenSolid/Shear>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/phenSolid/Shear>,<http://purl.org/dc/elements/1.1/identifier>,'Shear'^^[xsd:string]
<http://sweetontology.net/phenSolid/Shear>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/phenSystem/Inundation>,<http://www.w3.org/2000/01/rdf-schema#label>,'inundation'^^[xsd:string]
<http://sweetontology.net/phenSystem/Inundation>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/phenSystem/Inundation>,<http://purl.org/dc/elements/1.1/identifier>,'Inundation'^^[xsd:string]
<http://sweetontology.net/phenSystem/Inundation>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/procWave/Absorption>,<http://www.w3.org/2000/01/rdf-schema#label>,'absorption'^^[xsd:string]
<http://sweetontology.net/procWave/Absorption>,<http://purl.org/dc/terms/description>,'The process in which incident radiant energy is retained by a substance.'@en
<http://sweetontology.net/procWave/Absorption>,<http://purl.org/dc/elements/1.1/identifier>,'Absorption'^^[xsd:string]
<http://sweetontology.net/procWave/Absorption>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/procWave/Reflection>,<http://www.w3.org/2000/01/rdf-schema#label>,'reflection'^^[xsd:string]
<http://sweetontology.net/procWave/Reflection>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/procWave/Reflection>,<http://purl.org/dc/elements/1.1/identifier>,'Reflection'^^[xsd:string]
<http://sweetontology.net/procWave/Reflection>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/procWave/Transmission>,<http://www.w3.org/2000/01/rdf-schema#label>,'transmission'^^[xsd:string]
<http://sweetontology.net/procWave/Transmission>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/procWave/Transmission>,<http://purl.org/dc/elements/1.1/identifier>,'Transmission'^^[xsd:string]
<http://sweetontology.net/procWave/Transmission>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/prop/ElectromagneticProperty>,<http://www.w3.org/2000/01/rdf-schema#label>,'electromagnetic property'^^[xsd:string]
<http://sweetontology.net/prop/ElectromagneticProperty>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/prop/ElectromagneticProperty>,<http://purl.org/dc/elements/1.1/identifier>,'ElectromagneticProperty'^^[xsd:string]
<http://sweetontology.net/prop/ElectromagneticProperty>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/propConductivity/Resistance>,<http://www.w3.org/2000/01/rdf-schema#label>,'resistance'^^[xsd:string]
<http://sweetontology.net/propConductivity/Resistance>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/propConductivity/Resistance>,<http://purl.org/dc/elements/1.1/identifier>,'Resistance'^^[xsd:string]
<http://sweetontology.net/propConductivity/Resistance>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/propPressure/CompressiveStrength>,<http://www.w3.org/2000/01/rdf-schema#label>,'compressive strength'^^[xsd:string]
<http://sweetontology.net/propPressure/CompressiveStrength>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/propPressure/CompressiveStrength>,<http://purl.org/dc/elements/1.1/identifier>,'CompressiveStrength'^^[xsd:string]
<http://sweetontology.net/propPressure/CompressiveStrength>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/propPressure/ModulusOfElasticity>,<http://www.w3.org/2000/01/rdf-schema#label>,'modulus of elasticity'^^[xsd:string]
<http://sweetontology.net/propPressure/ModulusOfElasticity>,<http://purl.org/dc/terms/description>,"'(no ontology definition) [Wikipedia: An elastic modulus (also known as modulus of elasticity) is the unit of measurement of an object's or substance's resistance to being deformed elastically (i.e., non-permanently) when a stress is applied to it. The elastic modulus of an object is defined as the slope of its stress–strain curve in the elastic deformation region]'@en"
<http://sweetontology.net/propPressure/ModulusOfElasticity>,<http://purl.org/dc/elements/1.1/identifier>,'ModulusOfElasticity'^^[xsd:string]
<http://sweetontology.net/propPressure/ModulusOfElasticity>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/propPressure/TensileStrength>,<http://www.w3.org/2000/01/rdf-schema#label>,'tensile strength'^^[xsd:string]
<http://sweetontology.net/propPressure/TensileStrength>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/propPressure/TensileStrength>,<http://purl.org/dc/elements/1.1/identifier>,'TensileStrength'^^[xsd:string]
<http://sweetontology.net/propPressure/TensileStrength>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/propPressure/YoungsModulus>,<http://www.w3.org/2000/01/rdf-schema#label>,'youngs modulus'^^[xsd:string]
<http://sweetontology.net/propPressure/YoungsModulus>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/propPressure/YoungsModulus>,<http://purl.org/dc/elements/1.1/identifier>,'YoungsModulus'^^[xsd:string]
<http://sweetontology.net/propPressure/YoungsModulus>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/propTime/TimeInterval>,<http://www.w3.org/2000/01/rdf-schema#label>,'time interval'^^[xsd:string]
<http://sweetontology.net/propTime/TimeInterval>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/propTime/TimeInterval>,<http://purl.org/dc/elements/1.1/identifier>,'TimeInterval'^^[xsd:string]
<http://sweetontology.net/propTime/TimeInterval>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/realmSoil/Ground>,<http://www.w3.org/2000/01/rdf-schema#label>,'ground'^^[xsd:string]
<http://sweetontology.net/realmSoil/Ground>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/realmSoil/Ground>,<http://purl.org/dc/elements/1.1/identifier>,'Ground'^^[xsd:string]
<http://sweetontology.net/realmSoil/Ground>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/reprSciComponent/Resource>,<http://www.w3.org/2000/01/rdf-schema#label>,'resource'^^[xsd:string]
<http://sweetontology.net/reprSciComponent/Resource>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/reprSciComponent/Resource>,<http://purl.org/dc/elements/1.1/identifier>,'Resource'^^[xsd:string]
<http://sweetontology.net/reprSciComponent/Resource>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<http://sweetontology.net/reprTimeDay/Dawn>,<http://www.w3.org/2000/01/rdf-schema#label>,'dawn'^^[xsd:string]
<http://sweetontology.net/reprTimeDay/Dawn>,<http://purl.org/dc/terms/description>,'[no definition]'@en
<http://sweetontology.net/reprTimeDay/Dawn>,<http://purl.org/dc/elements/1.1/identifier>,'Dawn'^^[xsd:string]
<http://sweetontology.net/reprTimeDay/Dawn>,<http://www.w3.org/2004/02/skos/core#inScheme>,'http://sweetontology.net/'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40004>,<http://www.w3.org/2000/01/rdf-schema#label>,'accessory cost'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40004>,<http://purl.org/dc/terms/description>,"'Biomass investment [OMIT:0008566] in reproductive tissues [CARO:0000043] other than the seeds [PO:0009010]. These tissues include prepollination (flower, nectar, and pollen) and postpollination (packaging, protective and dispersal [EnvThes:21038] tissues) as well as aborted floral parts.'@en"
<https://github.com/traitecoevo/APD/glossary/40004>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40004'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40004>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40006>,<http://www.w3.org/2000/01/rdf-schema#label>,'ambient photosynthetic rate'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40006>,<http://purl.org/dc/terms/description>,'Photosynthetic rate [TO:0001015] in a plant whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033] while the measurement is made.'@en
<https://github.com/traitecoevo/APD/glossary/40006>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40006'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40006>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40014>,<http://www.w3.org/2000/01/rdf-schema#label>,'bark water content'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40014>,<http://purl.org/dc/terms/description>,'A bark mass trait [APD:xxxxxxx] which is the mass [PATO:0000125] of water [CHEBI:15377] in a section of bark [PO:0004518].'@en
<https://github.com/traitecoevo/APD/glossary/40014>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40014'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40014>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40026>,<http://www.w3.org/2000/01/rdf-schema#label>,'coarse root'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40026>,<http://purl.org/dc/terms/description>,'A root greater than 2 mm in diameter. The alternative to fine roots [EnvThes:20581].'@en
<https://github.com/traitecoevo/APD/glossary/40026>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40026'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40026>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40040>,<http://www.w3.org/2000/01/rdf-schema#label>,'ignition'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40040>,<http://purl.org/dc/terms/description>,'The act of causing something to start burning [Merriam-Webster Dictionary]'@en
<https://github.com/traitecoevo/APD/glossary/40040>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40040'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40040>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40044>,<http://www.w3.org/2000/01/rdf-schema#label>,'fresh mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40044>,<http://purl.org/dc/terms/description>,'The mass [PATO:0000125] of tissue [CARO_0000043] before it is dried; the mass of the tissue when it is fresh [EnvThes:21976].'@en
<https://github.com/traitecoevo/APD/glossary/40044>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40044'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40044>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40050>,<http://www.w3.org/2000/01/rdf-schema#label>,'leaf water content'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40050>,<http://purl.org/dc/terms/description>,'A leaf mass trait [TO:0000505] which is the total mass [PATO:0000125] of water [CHEBI:15377] in a leaf [PO:0025034].'@en
<https://github.com/traitecoevo/APD/glossary/40050>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40050'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40050>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40058>,<http://www.w3.org/2000/01/rdf-schema#label>,"'maximum photosynthetic rate, Amax'^^[xsd:string]"
<https://github.com/traitecoevo/APD/glossary/40058>,<http://purl.org/dc/terms/description>,'Photosynthetic rate [TO:0001015] in a plant whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are saturated [NCIT_C61427] by photosynthetically active radiation [ENVO:01001864] and which is exposed to saturating atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033] while the measurement is made..'@en
<https://github.com/traitecoevo/APD/glossary/40058>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40058'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40058>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40060>,<http://www.w3.org/2000/01/rdf-schema#label>,'merism'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40060>,<http://purl.org/dc/terms/description>,"'The repetition of similar parts, units, or segments within the structure of an organism. [www.lexico.com]'@en"
<https://github.com/traitecoevo/APD/glossary/40060>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40060'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40060>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40062>,<http://www.w3.org/2000/01/rdf-schema#label>,'non-structural carbohydrates'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40062>,<http://purl.org/dc/terms/description>,"'Carbohydrates [CHEBI:16646], including starches [CHEBI:28017] and sugars [APD:xxxxxxx], that are relatively easy to metabolise [NCIT:C19536] by both plants and animals.'@en"
<https://github.com/traitecoevo/APD/glossary/40062>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40062'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40062>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40066>,<http://www.w3.org/2000/01/rdf-schema#label>,'pendulous'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40066>,<http://purl.org/dc/terms/description>,'Hanging downward loosely or freely. [Simpson]'@en
<https://github.com/traitecoevo/APD/glossary/40066>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40066'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40066>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40068>,<http://www.w3.org/2000/01/rdf-schema#label>,'per unit mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40068>,<http://purl.org/dc/terms/description>,"'A ratio [PATO:0001470], where the denominator [NCIT:C80489] is a measure of mass [PATO:0000125].'@en"
<https://github.com/traitecoevo/APD/glossary/40068>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40068'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40068>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40074>,<http://www.w3.org/2000/01/rdf-schema#label>,'placentation'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40074>,<http://purl.org/dc/terms/description>,'Referring to the position [PATO:0000140] of the ovules [PO:0020003] within the ovary [PO:0009072]. [Plant Systematics]'@en
<https://github.com/traitecoevo/APD/glossary/40074>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40074'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40074>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40076>,<http://www.w3.org/2000/01/rdf-schema#label>,'whole plant leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40076>,<http://purl.org/dc/terms/description>,'A leaf mass trait [TO:0000505] which is the sum of the leaf dry mass [TO:0000505] of all leaves [PO:0025034] of a whole plant [PO:0000003] [from TOP].'@en
<https://github.com/traitecoevo/APD/glossary/40076>,<http://purl.org/dc/elements/1.1/identifier>,'glossary/40076'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40076>,<http://www.w3.org/2004/02/skos/core#inScheme>,'NA'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40080>,<http://www.w3.org/2000/01/rdf-schema#label>,'whole plant stem dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/glossary/40080>,<http://purl.org/dc/terms/description>,'A stem mass trait [TO:0000952] which is the sum of the stem dry mass [TO:0003001] of all leaves [PO:0009047] of a whole plant [PO:0000003] [dervied from TOP].'@en
